conceptId,conceptName,vocabularyId,domainId,standardConcept,conceptInSet,rc,dc,drc,dbc
4002905,Disorder of large intestine,SNOMED,Condition,S,Not included - parent,10222,7,533931830,22
196151,Functional disorder of intestine,SNOMED,Condition,S,Not included - parent,5750119,20,65023402,22
4057826,Irritable bowel syndrome with diarrhea,SNOMED,Condition,S,Not included - recommended via source,5056905,19,5056905,19
4057826,Irritable bowel syndrome with diarrhea,SNOMED,Condition,S,Not included - descendant,5056905,19,5056905,19
4057826,Irritable bowel syndrome with diarrhea,SNOMED,Condition,S,Not included - recommended via standard,5056905,19,5056905,19
4261072,Irritable bowel syndrome characterized by constipation,SNOMED,Condition,S,Not included - descendant,840039,14,840039,14
4261072,Irritable bowel syndrome characterized by constipation,SNOMED,Condition,S,Not included - recommended via standard,840039,14,840039,14
4261072,Irritable bowel syndrome characterized by constipation,SNOMED,Condition,S,Not included - recommended via source,840039,14,840039,14
4234788,Irritable bowel syndrome characterized by alternating bowel habit,SNOMED,Condition,S,Not included - recommended via source,600434,13,600434,13
4234788,Irritable bowel syndrome characterized by alternating bowel habit,SNOMED,Condition,S,Not included - recommended via standard,600434,13,600434,13
4234788,Irritable bowel syndrome characterized by alternating bowel habit,SNOMED,Condition,S,Not included - descendant,600434,13,600434,13
46270748,History of irritable bowel syndrome,SNOMED,Observation,S,Not included - recommended via standard,8600,2,8600,2
4341644,Irritable bowel syndrome variant of childhood,SNOMED,Condition,S,Not included - descendant,100,1,300,1
4340374,Irritable bowel syndrome variant of childhood with constipation,SNOMED,Condition,S,Not included - descendant,100,1,100,1
4341645,Irritable bowel syndrome variant of childhood with diarrhea,SNOMED,Condition,S,Not included - descendant,100,1,100,1
