conceptId,isExcluded,includeDescendants,includeMapped,conceptName,vocabularyId,standardConcept,invalidReason,conceptCode,conceptClassId,domainId,rc,dbc,drc,ddbc
42738336,FALSE,TRUE,FALSE,"End stage renal disease (ESRD) related services per full month; for patients under two years of age to include monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents (Deprecated)",CPT4,S,V,90918,CPT4,Procedure,0,0,0,0
1017036,FALSE,TRUE,FALSE,Chronic kidney disease education topic(s) discussed during this visit,LOINC,N,V,LP262555-8,LOINC Component,Observation,0,0,0,0
40528259,FALSE,TRUE,FALSE,Renal failure/ketogen food,SNOMED,N,D,328186004,Pharma/Biol Product,Observation,0,0,0,0
2107651,FALSE,TRUE,FALSE,"Direct repair of aneurysm, pseudoaneurysm, or excision (partial or total) and graft insertion, with or without patch graft; for aneurysm, pseudoaneurysm, and associated occlusive disease, hepatic, celiac, renal, or mesenteric artery",CPT4,S,V,35121,CPT4,Procedure,0,0,0,0
4159870,FALSE,TRUE,FALSE,White spotted kidney disease,SNOMED,N,D,371326003,Clinical Finding,Condition,0,0,0,0
3078370,FALSE,TRUE,FALSE,[EDTA] Haemolytic uraemic syndrome including Moschcowitz syndrome associated with renal failure,Nebraska Lexicon,N,D,274546009,Clinical Finding,Condition,0,0,0,0
2617356,FALSE,TRUE,FALSE,"Medical nutrition therapy, reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis, medical condition, or treatment regimen (including additional hours needed for renal disease), group (2 or more indiv...",HCPCS,S,V,G0271,HCPCS,Procedure,0,0,0,0
42498525,FALSE,TRUE,FALSE,"Injury of kidney with open wound into cavity, bruise",KCD7,N,V,S37.011,KCD7 code,Condition,0,0,0,0
40386727,FALSE,TRUE,FALSE,Diabetes mellitus: [with renal manifestation] or [nephropathy],SNOMED,N,D,190338009,Clinical Finding,Condition,0,0,0,0
40663931,FALSE,TRUE,FALSE,Developed postoperative renal failure or required dialysis,HCPCS,S,V,G8575,HCPCS,Observation,0,0,0,0
38001421,FALSE,TRUE,FALSE,Renal failure w CC,DRG,S,V,683,MS-DRG,Observation,0,0,0,0
1008436,FALSE,TRUE,FALSE,End-stage renal disease,LOINC,N,V,LP128701-2,LOINC Component,Observation,0,0,0,0
3050161,FALSE,TRUE,FALSE,PKHD1 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,LOINC,S,V,48968-2,Lab Test,Measurement,0,0,0,0
44804507,FALSE,TRUE,FALSE,No family history of renal disease,SNOMED,S,V,777571000000109,Context-dependent,Observation,0,0,0,0
40353431,FALSE,TRUE,FALSE,[EDTA] Tuberculosis of renal tract associated with renal failure,SNOMED,N,D,274542006,Clinical Finding,Condition,0,0,0,0
36203436,FALSE,TRUE,FALSE,Renal replacement therapy goals panel NKDEP,LOINC,S,V,85597-3,Clinical Observation,Measurement,0,0,0,0
1034004,FALSE,TRUE,FALSE,Renal insufficiency or renal failure/end-stage renal disease in last 7 days,LOINC,N,V,LP90006-5,LOINC Component,Observation,0,0,0,0
2617548,FALSE,TRUE,FALSE,End stage renal disease patient with documented hematocrit less than 33 (or hemoglobin less than 11),HCPCS,S,V,G8079,HCPCS,Observation,0,0,0,0
197047,FALSE,TRUE,FALSE,Failed attempted termination of pregnancy complicated by renal failure,SNOMED,S,V,29421008,Clinical Finding,Condition,1558,10,1658,11
1009463,FALSE,TRUE,FALSE,Patient information - end stage renal disease form 2728,LOINC,N,V,LP134066-2,LOINC Component,Observation,0,0,0,0
36309892,FALSE,TRUE,FALSE,"Prevention and risk factors for decline, including avoidance of acute kidney injury (AKI)",LOINC,S,V,LA28051-3,Answer,Meas Value,0,0,0,0
193165,FALSE,TRUE,FALSE,Disorder of adrenal gland,SNOMED,S,V,30171000,Clinical Finding,Condition,5720662,20,27351759,22
