conceptId,isExcluded,includeDescendants,includeMapped,conceptName,vocabularyId,standardConcept,invalidReason,conceptCode,conceptClassId,domainId,rc,dbc,drc,ddbc
46271733,FALSE,TRUE,FALSE,Vesicular stomatitis Alagoas virus Ab,SNOMED,S,V,709970000,Substance,Observation,0,0,0,0
37037636,FALSE,TRUE,FALSE,Vesicular stomatitis virus serotype | XXX | Microbiology,LOINC,C,V,LP379599-6,LOINC Hierarchy,Measurement,0,0,0,0
45769189,FALSE,TRUE,FALSE,Vesicular stomatitis New Jersey virus RNA,SNOMED,S,V,707789004,Substance,Observation,0,0,0,0
4162981,FALSE,TRUE,FALSE,Oral necrobacillosis,SNOMED,N,D,398697005,Clinical Finding,Condition,0,0,0,0
40777753,FALSE,TRUE,FALSE,Vesicular stomatitis virus Indiana 2 Ab | Bld-Ser-Plas,LOINC,N,D,LP53299-1,LOINC Hierarchy,Measurement,0,0,0,0
40394634,FALSE,TRUE,FALSE,[X]Other forms of stomatitis,SNOMED,N,D,197515007,Clinical Finding,Condition,0,0,0,0
138455,FALSE,TRUE,FALSE,Stomatitis,SNOMED,S,V,61170000,Clinical Finding,Condition,5545375,21,14418935,21
132822,FALSE,TRUE,FALSE,Foot-and-mouth disease,SNOMED,N,D,83894002,Clinical Finding,Condition,0,0,0,0
3045064,FALSE,TRUE,FALSE,Cocal virus Ab [Titer] in Serum by Neutralization test,LOINC,S,V,45123-7,Lab Test,Measurement,0,0,0,0
37047788,FALSE,TRUE,FALSE,Vesicular stomatitis virus Ag | Skin | Microbiology,LOINC,C,V,LP379596-2,LOINC Hierarchy,Measurement,0,0,0,0
40787771,FALSE,TRUE,FALSE,Vesicular stomatitis virus Indiana 3 Ag | XXX,LOINC,N,D,LP53301-5,LOINC Hierarchy,Measurement,0,0,0,0
3042680,FALSE,TRUE,FALSE,Cocal virus Ag [Presence] in Unspecified specimen by Immunoassay,LOINC,S,V,45122-9,Lab Test,Measurement,0,0,0,0
4099153,FALSE,TRUE,FALSE,Bovine papular stomatitis virus,SNOMED,S,V,27111004,Organism,Observation,0,0,0,0
4175613,FALSE,TRUE,FALSE,Traumatic ulcer of oral mucosa,SNOMED,S,V,50882004,Clinical Finding,Condition,0,0,0,0
40787631,FALSE,TRUE,FALSE,Vesicular stomatitis virus New Jersey RNA | XXX,LOINC,N,D,LP51788-5,LOINC Hierarchy,Measurement,0,0,0,0
40225430,FALSE,TRUE,FALSE,Vesicular Stomatitis,NDFRT,N,V,N0000181093,Ind / CI,Drug,0,0,0,0
36207861,FALSE,TRUE,FALSE,Vesicular stomatitis Alagoas virus | Bld-Ser-Plas,LOINC,N,D,LP258876-4,LOINC Hierarchy,Measurement,0,0,0,0
3070426,FALSE,TRUE,FALSE,Bovine papular stomatitis virus antigen assay,Nebraska Lexicon,N,D,117954008,Procedure,Procedure,0,0,0,0
37062877,FALSE,TRUE,FALSE,Bovine papular stomatitis virus Ag | Tissue and Smears | Microbiology,LOINC,C,V,LP379241-5,LOINC Hierarchy,Measurement,0,0,0,0
37072495,FALSE,TRUE,FALSE,Vesicular stomatitis Alagoas virus Ab,LOINC,N,V,LP40131-2,LOINC Component,Observation,0,0,0,0
40789119,FALSE,TRUE,FALSE,Vesicular stomatitis New Jersey virus,LOINC,N,V,LP14291-6,LOINC Component,Observation,0,0,0,0
40276836,FALSE,TRUE,FALSE,Calf diptheria,SNOMED,N,D,111815003,Clinical Finding,Condition,0,0,0,0
4041807,FALSE,TRUE,FALSE,Bovine papular stomatitis virus antigen assay,SNOMED,N,D,117954008,Procedure,Procedure,0,0,0,0
436333,FALSE,TRUE,FALSE,Orf virus disease,SNOMED,S,V,74050005,Clinical Finding,Condition,33150,13,33150,13
37074233,FALSE,TRUE,FALSE,Vesicular stomatitis New Jersey virus Ag | XXX | Microbiology,LOINC,C,V,LP379606-9,LOINC Hierarchy,Measurement,0,0,0,0
40795714,FALSE,TRUE,FALSE,Vesicular stomatitis Indiana virus,LOINC,N,V,LP14290-8,LOINC Component,Observation,0,0,0,0
37058856,FALSE,TRUE,FALSE,Vesicular stomatitis New Jersey virus Ab,LOINC,N,V,LP40133-8,LOINC Component,Observation,0,0,0,0
46271116,FALSE,TRUE,FALSE,Vesicular stomatitis virus Ag,SNOMED,S,V,709158000,Substance,Observation,0,0,0,0
36206565,FALSE,TRUE,FALSE,Vesicular stomatitis virus | Bld-Ser-Plas,LOINC,N,D,LP257302-2,LOINC Hierarchy,Measurement,0,0,0,0
36204785,FALSE,TRUE,FALSE,Vesicular stomatitis New Jersey virus | Bld-Ser-Plas,LOINC,N,D,LP257306-3,LOINC Hierarchy,Measurement,0,0,0,0
36204681,FALSE,TRUE,FALSE,Vesicular stomatitis Alagoas virus | XXX,LOINC,N,D,LP258877-2,LOINC Hierarchy,Measurement,0,0,0,0
40776495,FALSE,TRUE,FALSE,Vesicular stomatitis virus Ag,LOINC,N,V,LP40124-7,LOINC Component,Observation,0,0,0,0
46271735,FALSE,TRUE,FALSE,Vesicular stomatitis virus Ab,SNOMED,S,V,709973003,Substance,Observation,0,0,0,0
37028576,FALSE,TRUE,FALSE,Vesicular stomatitis New Jersey virus RNA,LOINC,N,V,LP40135-3,LOINC Component,Observation,0,0,0,0
4344058,FALSE,TRUE,FALSE,"Stomatitis, Denture",NDFRT,N,V,N0000002834,Ind / CI,Drug,0,0,0,0
40797029,FALSE,TRUE,FALSE,Vesicular stomatitis virus Ag | Skin,LOINC,N,D,LP47623-1,LOINC Hierarchy,Measurement,0,0,0,0
36206476,FALSE,TRUE,FALSE,Bovine papular stomatitis virus | Tissue and Smears,LOINC,N,D,LP256925-1,LOINC Hierarchy,Measurement,0,0,0,0
3051285,FALSE,TRUE,FALSE,Cocal virus Ab [Titer] in Serum,LOINC,S,V,47516-0,Lab Test,Measurement,0,0,0,0
40783864,FALSE,TRUE,FALSE,Vesicular stomatitis virus Ab | Bld-Ser-Plas,LOINC,N,D,LP47621-5,LOINC Hierarchy,Measurement,0,0,0,0
42870975,FALSE,TRUE,FALSE,Vesicular stomatitis New Jersey virus Ag | XXX,LOINC,N,D,LP149824-7,LOINC Hierarchy,Measurement,0,0,0,0
40617602,FALSE,TRUE,FALSE,Enteroviral vesicular stomatitis with exanthem,SNOMED,N,D,67171006,Clinical Finding,Condition,0,0,0,0
42870968,FALSE,TRUE,FALSE,Vesicular stomatitis Indiana virus Ab | Bld-Ser-Plas,LOINC,N,D,LP149816-3,LOINC Hierarchy,Measurement,0,0,0,0
4345157,FALSE,TRUE,FALSE,"Stomatitis, Herpetic",NDFRT,N,V,N0000002835,Ind / CI,Drug,0,0,0,0
3046233,FALSE,TRUE,FALSE,Cocal virus Ag [Presence] in Unspecified specimen by Complement fixation,LOINC,S,V,45121-1,Lab Test,Measurement,0,0,0,0
37060564,FALSE,TRUE,FALSE,Vesicular stomatitis virus Ab | Serum | Microbiology,LOINC,C,V,LP379595-4,LOINC Hierarchy,Measurement,0,0,0,0
37077623,FALSE,TRUE,FALSE,Vesicular stomatitis Alagoas virus Ag | XXX | Microbiology,LOINC,C,V,LP379600-2,LOINC Hierarchy,Measurement,0,0,0,0
37035040,FALSE,TRUE,FALSE,Vesicular stomatitis Indiana virus RNA,LOINC,N,V,LP40126-2,LOINC Component,Observation,0,0,0,0
37067558,FALSE,TRUE,FALSE,Bovine papular stomatitis virus,LOINC,N,V,LP19589-8,LOINC Component,Observation,0,0,0,0
37051236,FALSE,TRUE,FALSE,Vesicular stomatitis Alagoas virus Ag,LOINC,N,V,LP40132-0,LOINC Component,Observation,0,0,0,0
37048715,FALSE,TRUE,FALSE,Vesicular stomatitis virus serotype,LOINC,N,V,LP174100-0,LOINC Component,Observation,0,0,0,0
40790846,FALSE,TRUE,FALSE,Vesicular stomatitis virus Indiana RNA | XXX,LOINC,N,D,LP51787-7,LOINC Hierarchy,Measurement,0,0,0,0
36204682,FALSE,TRUE,FALSE,Vesicular stomatitis Indiana virus | XXX,LOINC,N,D,LP258389-8,LOINC Hierarchy,Measurement,0,0,0,0
36207862,FALSE,TRUE,FALSE,Vesicular stomatitis Indiana virus | Bld-Ser-Plas,LOINC,N,D,LP257305-5,LOINC Hierarchy,Measurement,0,0,0,0
37040480,FALSE,TRUE,FALSE,Vesicular stomatitis Indiana virus RNA | XXX | Microbiology,LOINC,C,V,LP379604-4,LOINC Hierarchy,Measurement,0,0,0,0
36208581,FALSE,TRUE,FALSE,Vesicular stomatitis virus | Throat,LOINC,N,D,LP257304-8,LOINC Hierarchy,Measurement,0,0,0,0
37068924,FALSE,TRUE,FALSE,Vesicular stomatitis Indiana virus Ag,LOINC,N,V,LP40128-8,LOINC Component,Observation,0,0,0,0
4343172,FALSE,TRUE,FALSE,Noma,NDFRT,N,V,N0000002189,Ind / CI,Drug,0,0,0,0
42870976,FALSE,TRUE,FALSE,Vesicular stomatitis New Jersey virus RNA | XXX,LOINC,N,D,LP149825-4,LOINC Hierarchy,Measurement,0,0,0,0
42870970,FALSE,TRUE,FALSE,Vesicular stomatitis Indiana virus Ag | XXX,LOINC,N,D,LP149818-9,LOINC Hierarchy,Measurement,0,0,0,0
45769188,FALSE,TRUE,FALSE,Vesicular stomatitis Indiana virus RNA,SNOMED,S,V,707788007,Substance,Observation,0,0,0,0
3083514,FALSE,TRUE,FALSE,Enteroviral vesicular stomatitis with exanthem,Nebraska Lexicon,N,D,67171006,Clinical Finding,Condition,0,0,0,0
37068420,FALSE,TRUE,FALSE,Vesicular stomatitis New Jersey virus Ag,LOINC,N,V,LP40134-6,LOINC Component,Observation,0,0,0,0
42870974,FALSE,TRUE,FALSE,Vesicular stomatitis New Jersey virus Ab | Bld-Ser-Plas,LOINC,N,D,LP149823-9,LOINC Hierarchy,Measurement,0,0,0,0
46273809,FALSE,TRUE,FALSE,Vesicular stomatitis New Jersey virus Ab,SNOMED,S,V,709972008,Substance,Observation,0,0,0,0
4347948,FALSE,TRUE,FALSE,Stomatitis,NDFRT,N,V,N0000002832,Ind / CI,Drug,0,0,0,0
