conceptId,isExcluded,includeDescendants,includeMapped,conceptName,vocabularyId,standardConcept,invalidReason,conceptCode,conceptClassId,domainId,rc,dbc,drc,ddbc
315763,FALSE,TRUE,FALSE,"Hodgkin's disease, nodular sclerosis of lymph nodes of multiple sites",SNOMED,S,V,188572001,Clinical Finding,Condition,518997,14,518997,14
374919,FALSE,TRUE,FALSE,Multiple sclerosis,SNOMED,S,V,24700007,Clinical Finding,Condition,62433440,22,62454626,22
706570,FALSE,TRUE,FALSE,Multiple sclerosis action plan,LOINC,S,V,LP173762-8,Doc Kind,Meas Value,0,0,0,0
761978,FALSE,TRUE,FALSE,Cognitive impairment due to multiple sclerosis,SNOMED,S,V,25470001000004105,Clinical Finding,Condition,0,0,0,0
765565,FALSE,TRUE,FALSE,Functional quadriplegia due to multiple sclerosis,SNOMED,S,V,24800001000004103,Clinical Finding,Condition,0,0,0,0
1002771,FALSE,TRUE,FALSE,Multiple sclerosis action plan | {Setting} | Document ontology,LOINC,C,V,LP416838-3,LOINC Hierarchy,Observation,0,0,0,0
1011248,FALSE,TRUE,FALSE,Functional assessment of multiple sclerosis questionnaire - version 4,LOINC,N,V,LP148776-0,LOINC Component,Observation,0,0,0,0
1032659,FALSE,TRUE,FALSE,Multiple sclerosis,LOINC,N,V,LP75152-6,LOINC Component,Observation,0,0,0,0
1034029,FALSE,TRUE,FALSE,Multiple sclerosis in last 7 days,LOINC,N,V,LP90031-3,LOINC Component,Observation,0,0,0,0
1034704,FALSE,TRUE,FALSE,Huntington's disease Multiple sclerosis in last 7 days,LOINC,N,V,LP98280-8,LOINC Component,Observation,0,0,0,0
1175146,FALSE,TRUE,FALSE,Aquaporin 4 water channel Ab [Presence] in Cerebral spinal fluid by Immunofluorescence,LOINC,S,V,90817-8,Lab Test,Measurement,0,0,0,0
1175453,FALSE,TRUE,FALSE,Aquaporin 4 water channel IgG Ab [Presence] in Cerebral spinal fluid by Cell binding assay immunofluorescent assay,LOINC,S,V,90818-6,Lab Test,Measurement,0,0,0,0
1176507,FALSE,TRUE,FALSE,Aquaporin 4 water channel IgG Ab [Titer] in Cerebral spinal fluid by Cell binding assay immunofluorescent assay,LOINC,S,V,90819-4,Lab Test,Measurement,0,0,0,0
2110801,FALSE,TRUE,FALSE,"Chemodenervation of muscle(s); extremity(s) and/or trunk muscle(s) (eg, for dystonia, cerebral palsy, multiple sclerosis) (Deprecated)",CPT4,S,V,64614,CPT4,Procedure,0,0,0,0
3044429,FALSE,TRUE,FALSE,Aquaporin 4 water channel IgG Ab [Titer] in Serum or Plasma by Immunofluorescence,LOINC,S,V,44794-6,Lab Test,Measurement,0,0,0,0
3045574,FALSE,TRUE,FALSE,Multiple sclerosis [Minimum Data Set],LOINC,S,V,45658-2,Survey,Observation,0,0,0,0
3046426,FALSE,TRUE,FALSE,Aquaporin 4 water channel IgG Ab [Presence] in Serum or Plasma,LOINC,S,V,43638-6,Lab Test,Measurement,0,0,0,0
3046703,FALSE,TRUE,FALSE,Aquaporin 4 water channel IgG Ab [Units/volume] in Serum or Plasma by Immunofluorescence,LOINC,S,V,43752-5,Lab Test,Measurement,0,0,0,0
3049741,FALSE,TRUE,FALSE,Aquaporin 4 water channel IgG Ab [Presence] in Cerebral spinal fluid,LOINC,S,V,46718-3,Lab Test,Measurement,0,0,0,0
3088334,FALSE,TRUE,FALSE,Other drugs used for the treatment of multiple sclerosis,Nebraska Lexicon,N,U,134519007,Pharma/Biol Product,Drug,0,0,0,0
3196243,FALSE,TRUE,FALSE,Multiple sclerosis clinic,Nebraska Lexicon,N,V,702885009,Location,Place of Service,0,0,0,0
4051235,FALSE,TRUE,FALSE,FH: Multiple sclerosis,SNOMED,S,V,160337009,Context-dependent,Observation,0,0,0,0
4169156,FALSE,TRUE,FALSE,Kurtzke multiple sclerosis rating scale,SNOMED,S,V,273554001,Staging / Scales,Measurement,0,0,0,0
4207585,FALSE,TRUE,FALSE,Behavior related to multiple sclerosis self management,SNOMED,S,V,439729002,Observable Entity,Observation,0,0,0,0
4261073,FALSE,TRUE,FALSE,Knowledge level about multiple sclerosis management,SNOMED,S,V,440637009,Observable Entity,Observation,0,0,0,0
4342668,FALSE,TRUE,FALSE,Multiple Sclerosis,NDFRT,N,V,N0000002052,Ind / CI,Drug,0,0,0,0
4346535,FALSE,TRUE,FALSE,"Multiple Sclerosis, Relapsing-Remitting",NDFRT,N,V,N0000004164,Ind / CI,Drug,0,0,0,0
4347688,FALSE,TRUE,FALSE,"Multiple Sclerosis, Chronic Progressive",NDFRT,N,V,N0000004163,Ind / CI,Drug,0,0,0,0
36203859,FALSE,TRUE,FALSE,Aquaporin 4 water channel IgG Ab [Titer] in Cerebral spinal fluid by Flow cytometry (FC),LOINC,S,V,86240-9,Lab Test,Measurement,0,0,0,0
36203860,FALSE,TRUE,FALSE,Aquaporin 4 water channel IgG Ab [Titer] in Serum or Plasma by Flow cytometry (FC),LOINC,S,V,86241-7,Lab Test,Measurement,0,0,0,0
36207192,FALSE,TRUE,FALSE,Multiple sclerosis action plan | {Setting},LOINC,N,D,LP261067-5,LOINC Hierarchy,Measurement,0,0,0,0
