conceptId,isExcluded,includeDescendants,includeMapped,conceptName,vocabularyId,standardConcept,invalidReason,conceptCode,conceptClassId,domainId,rc,dbc,drc,ddbc
42866434,FALSE,TRUE,FALSE,colloidal oatmeal 10mg/g TOPICAL LOTION [eczema moisturizing],SPL,C,V,39f0b6fa-b0d2-471c-8b5a-0d663256b25d,OTC Drug,Drug,0,0,0,0
46354625,FALSE,TRUE,FALSE,"ECZEMA CONTROL - centella asiatica, iris versicolor root, arctium lappa root, sodium chloride, ruta graveolens flowering top, silicon dioxide, taraxacum officinale, and thuja occidentalis root solution/ drops",NDC,N,V,51393562202,11-digit NDC,Drug,0,0,0,0
35903842,FALSE,TRUE,FALSE,colloidal oatmeal 1g/100g TOPICAL CREAM [vitabath baby eczema care moisture],SPL,C,V,8b13894a-e24f-4e4b-e053-2a95a90ad3a5,OTC Drug,Drug,0,0,0,0
37053335,FALSE,TRUE,FALSE,Chronic urticaria index,LOINC,N,V,LP113694-6,LOINC Component,Observation,0,0,0,0
44978255,FALSE,TRUE,FALSE,OATMEAL TOPICAL 20140103 LOTION [ECZEMA FAST HEALING] ## FDA,NDC,N,V,010738102,9-digit NDC,Drug,0,0,0,0
36185484,FALSE,TRUE,FALSE,"METADERM ECZEMA BODY AND SCALP AND BABY BODY AND SCALP - achillea millefolium, aesculus hippocastanum, berberis vulgaris, conium maculatum, matricaria chamomilla, phytolacca decandra, rhus toxicodendron, sanguinaria canadensis spray",NDC,N,V,58133039004,11-digit NDC,Drug,0,0,0,0
36163231,FALSE,TRUE,FALSE,colloidal oatmeal 1g/100mL TOPICAL LOTION [cetaphil baby eczema soothing],SPL,C,V,56067a88-0428-45d0-a018-af7569997142,OTC Drug,Drug,0,0,0,0
43064921,FALSE,TRUE,FALSE,PRODERM ECZEMA & DERMATITIS dermatological mousse,Multilex,N,V,1007618,Clinical Drug,Drug,0,0,0,0
45619900,FALSE,TRUE,FALSE,AVEENO BABY ECZEMA THERAPY MOISTURIZING - oatmeal cream,SPL,C,V,0a5701a8-75a6-4cd1-9ff0-63b078b9e8ed,OTC Drug,Drug,0,0,0,0
37291816,FALSE,TRUE,FALSE,oatmeal 10mg/mL TOPICAL CREAM [pure biology eczema with colloidal oatmeal],SPL,C,V,a94cb062-8602-9bab-e053-2a95a90ade5d,OTC Drug,Drug,0,0,0,0
45799063,FALSE,TRUE,FALSE,"antimon. crud., arsenicum alb., berber. vulg., bovista, bryonia, cantharis, chelidonium majus, croto... 3[hp_X]/g / 15[hp_X]/g ORAL PELLET [eczema - skin care]",SPL,C,V,cb6362d0-cacc-9436-ac90-a2a982e15145,OTC Drug,Drug,0,0,0,0
45803230,FALSE,TRUE,FALSE,"sodium borate, graphite, potassium sulfate, and sodium chloride 3[hp_X]/mL / 6[hp_X]/mL / 12[hp_X]/mL / 20[hp_X]/mL TOPICAL GEL [natralia eczema and psoriasis]",SPL,C,V,f4b64631-3097-4136-8004-12ddfedc508e,OTC Drug,Drug,0,0,0,0
46243809,FALSE,TRUE,FALSE,hydrocortisone 10mg/mL TOPICAL CREAM [yes to coconut eczema relief],SPL,C,V,d0642d47-9262-4475-b31f-4771fae01ae7,OTC Drug,Drug,0,0,0,0
45063959,FALSE,TRUE,FALSE,Colloidal Oatmeal 1.25 g/125g CREAM [BabySpa Calming Relief Eczema],NDC,N,V,042957002,9-digit NDC,Drug,0,0,0,0
21018505,FALSE,TRUE,FALSE,Eumovate Eczema and Dermatitis,RxNorm Extension,N,U,OMOP335961,Brand Name,Drug,0,0,0,0
46337823,FALSE,TRUE,FALSE,"ECZEMA RESCUE - carbolicum acidum, fagopyrum esculentum, hydrastis canadensis, hydrocotyle asiatica, juglans regia, vinca minor, lotion",NDC,N,V,43846001701,11-digit NDC,Drug,0,0,0,0
4345994,FALSE,TRUE,FALSE,Wiskott-Aldrich Syndrome,NDFRT,N,V,N0000003164,Ind / CI,Drug,0,0,0,0
46345509,FALSE,TRUE,FALSE,AVEENO ACTIVE NATURALS ECZEMA THERAPY CARE - oatmeal kit,NDC,N,V,58232052709,11-digit NDC,Drug,0,0,0,0
45780738,FALSE,TRUE,FALSE,colloidal oatmeal 1g/100g TOPICAL LOTION [theraplex eczema therapy moisturizing skin protectant],SPL,C,V,19aede07-cd9e-4f75-9559-45cb9d65d37c,OTC Drug,Drug,0,0,0,0
