conceptId,isExcluded,includeDescendants,includeMapped,conceptName,vocabularyId,standardConcept,invalidReason,conceptCode,conceptClassId,domainId,rc,dbc,drc,ddbc
45624458,FALSE,TRUE,FALSE,"ANTI-DIARRHEAL LOPERAMIDE HCL - loperamide hydrochloride capsule, liquid filled",SPL,C,V,e16bdadf-5780-4602-bf71-7ff5a3a55959,OTC Drug,Drug,0,0,0,0
1370397,FALSE,TRUE,FALSE,"ANTI-DIARRHEAL - loperamide hydrochloride capsule, liquid filled",SPL,C,V,bd58d6e9-628c-4c6b-b44c-da95e0417ba7,OTC Drug,Drug,0,0,0,0
36513454,FALSE,TRUE,FALSE,"DIARRHEA - pyrogenium, aconitum nap., arg. nit., arsenicum alb., baptisia, bryonia, carbo veg., chamomilla, cinchona, collinsonia, colocynthis, elaterium, gelsemium, ipecac., iris versicolor, lycopodium, podoph. pelt., raphanus, tabacum, vaccinium, zingib",NDC,N,D,55714242000,11-digit NDC,Drug,0,0,0,0
4190190,FALSE,TRUE,FALSE,Diarrhea-associated hemolytic uremic syndrome,SNOMED,S,V,373421000,Clinical Finding,Condition,0,0,0,0
37495114,FALSE,TRUE,FALSE,loperamide hcl 2mg/1 ORAL TABLET [anti-diarrheal],SPL,C,V,f3d5566e-5746-4778-a884-de0c3720b68b,OTC Drug,Drug,0,0,0,0
37600292,FALSE,TRUE,FALSE,"ANTI DIARRHEAL ANTI GAS - loperamide hydrochloride, simethicone tablet",SPL,C,V,8e954f86-bc15-45e2-9274-ca5d8a7c9687,OTC Drug,Drug,0,0,0,0
42869183,FALSE,TRUE,FALSE,Functional Assessment of Chronic Illness Therapy-Diarrhea Questionnaire - version 4 (FACIT-D),LOINC,S,V,70715-8,Survey,Observation,0,0,0,0
46337929,FALSE,TRUE,FALSE,"DIARRHEA SYMPTOM FORMULA - aloe socotrina, chamomilla, cinchona officinalis, colocynthis, croton tiglium, cuprum arsenicosum, gelsemium sempervirens, ipecacuanha, nux vomica, phosphoricum acidum, podophyllum peltatum, veratrum album liquid",NDC,N,V,57955702001,11-digit NDC,Drug,0,0,0,0
42819014,FALSE,TRUE,FALSE,loperamide hydrochloride 2mg/1 ORAL TABLET [circle k anti-diarrheal],SPL,C,V,a5851ed2-545e-4545-9d8f-aa65f3959f19,OTC Drug,Drug,0,0,0,0
42646111,FALSE,TRUE,FALSE,"loperamide hydrochloride 2mg/1 ORAL CAPSULE, LIQUID FILLED [anti-diarrheal]",SPL,C,V,ec0e08ac-f0b3-4c6e-a940-99b139faef8f,OTC Drug,Drug,0,0,0,0
