conceptId,isExcluded,includeDescendants,includeMapped,conceptName,vocabularyId,standardConcept,invalidReason,conceptCode,conceptClassId,domainId,rc,dbc,drc,ddbc
40225554,FALSE,TRUE,FALSE,Hereditary Angioedema Types I and II,NDFRT,N,V,N0000181293,Ind / CI,Drug,0,0,0,0
38000024,FALSE,TRUE,FALSE,Angioedema (narrow),SMQ,C,V,11,SMQ,Condition,0,0,0,0
4308679,FALSE,TRUE,FALSE,Pressure urticaria,SNOMED,S,V,387787005,Clinical Finding,Condition,0,0,0,0
40225553,FALSE,TRUE,FALSE,Hereditary Angioedema Type III,NDFRT,N,V,N0000181251,Ind / CI,Drug,0,0,0,0
765559,FALSE,TRUE,FALSE,History of angioedema,SNOMED,S,V,6311000124108,Context-dependent,Observation,0,0,0,0
132707,FALSE,TRUE,FALSE,Urticaria due to cold,SNOMED,S,V,74774004,Clinical Finding,Condition,4774,5,281373,21
40225548,FALSE,TRUE,FALSE,"Angioedemas, Hereditary",NDFRT,N,V,N0000181023,Ind / CI,Drug,0,0,0,0
4014199,FALSE,TRUE,FALSE,Solar urticaria,SNOMED,S,V,10347006,Clinical Finding,Condition,37833,18,37833,18
762334,FALSE,TRUE,FALSE,Family history of angioedema,SNOMED,S,V,32590001000004106,Context-dependent,Observation,0,0,0,0
4296370,FALSE,TRUE,FALSE,Cutis laxa following urticaria-angioedema,SNOMED,S,V,403398009,Clinical Finding,Condition,0,0,0,0
38004575,FALSE,TRUE,FALSE,Angioedema (broad),SMQ,C,V,11,SMQ,Condition,0,0,0,0
138501,FALSE,TRUE,FALSE,Cholinergic urticaria,SNOMED,S,V,73098005,Clinical Finding,Condition,149000,20,149000,20
723628,FALSE,TRUE,FALSE,HEREDITARY ANGIOEDEMA PRODUCTS,EphMRA ATC,C,V,B6D,ATC 3rd,Drug,0,0,0,0
140803,FALSE,TRUE,FALSE,Idiopathic urticaria,SNOMED,S,V,42265009,Clinical Finding,Condition,4355168,20,4364581,20
4340862,FALSE,TRUE,FALSE,Angioedema,NDFRT,N,V,N0000000415,Ind / CI,Drug,0,0,0,0
46234901,FALSE,TRUE,FALSE,SERPING1 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,LOINC,S,V,75380-6,Lab Test,Measurement,0,0,0,0
4297361,FALSE,TRUE,FALSE,Angioedema and/or urticaria,SNOMED,S,V,404177007,Clinical Finding,Condition,1277,2,6806012,22
4231711,FALSE,TRUE,FALSE,Aquagenic urticaria,SNOMED,S,V,89870006,Clinical Finding,Condition,0,0,0,0
40253602,FALSE,TRUE,FALSE,Drugs used in hereditary angioedema,ATC,C,V,B06AC,ATC 4th,Drug,0,0,0,0
